id,date,user,pc,activity
L100858,08/21/2026 01:46:00,EMP118,PC-5022,Logoff
L100859,08/20/2026 17:44:00,EMP119,PC-3150,Logon
L100860,08/21/2026 02:32:00,EMP119,PC-3150,Logoff
L100861,08/20/2026 16:17:00,EMP120,PC-4120,Logon
L100862,08/21/2026 01:08:00,EMP120,PC-4120,Logoff
L100863,08/20/2026 16:26:00,EMP121,PC-8050,Logon
L100864,08/21/2026 00:57:00,EMP121,PC-8050,Logoff
L100865,08/20/2026 16:25:00,EMP122,PC-6150,Logon
L100866,08/21/2026 00:31:00,EMP122,PC-6150,Logoff
L100867,08/20/2026 17:22:00,EMP123,PC-4190,Logon
L100868,08/21/2026 01:23:00,EMP123,PC-4190,Logoff
L100869,08/20/2026 17:20:00,EMP124,PC-9001,Logon
L100870,08/21/2026 02:03:00,EMP124,PC-9001,Logoff
L100871,08/20/2026 17:26:00,EMP125,PC-9402,Logon
L100872,08/21/2026 02:06:00,EMP125,PC-9402,Logoff
L100873,08/20/2026 17:17:00,EMP126,PC-9945,Logon
L100874,08/21/2026 02:13:00,EMP126,PC-9945,Logoff
L100875,08/20/2026 16:15:00,EMP127,PC-1070,Logon
L100876,08/21/2026 00:57:00,EMP127,PC-1070,Logoff
L100877,08/21/2026 17:35:00,EMP101,PC-1001,Logon
L100878,08/22/2026 01:38:00,EMP101,PC-1001,Logoff
L100879,08/21/2026 17:19:00,AAF0535,PC-2408,Logon
L100880,08/22/2026 01:33:00,AAF0535,PC-2408,Logoff
L100881,08/21/2026 16:02:00,AAM0658,PC-9923,Logon
L100882,08/22/2026 00:44:00,AAM0658,PC-9923,Logoff
L100883,08/21/2026 16:37:00,BBS0039,PC-9436,Logon
L100884,08/22/2026 01:15:00,BBS0039,PC-9436,Logoff
L100885,08/21/2026 17:34:00,EMP102,PC-3012,Logon
L100886,08/22/2026 01:48:00,EMP102,PC-3012,Logoff
L100887,08/21/2026 16:33:00,EMP103,PC-4105,Logon
L100888,08/22/2026 01:25:00,EMP103,PC-4105,Logoff
L100889,08/21/2026 17:00:00,EMP104,PC-1102,Logon
L100890,08/22/2026 01:49:00,EMP104,PC-1102,Logoff
L100891,08/21/2026 17:15:00,EMP105,PC-5001,Logon
L100892,08/22/2026 01:25:00,EMP105,PC-5001,Logoff
L100893,08/21/2026 17:41:00,EMP106,PC-1088,Logon
L100894,08/22/2026 02:28:00,EMP106,PC-1088,Logoff
L100895,08/21/2026 17:44:00,EMP107,PC-6110,Logon
L100896,08/22/2026 02:23:00,EMP107,PC-6110,Logoff
L100897,08/21/2026 17:08:00,EMP108,PC-1044,Logon
L100898,08/22/2026 01:53:00,EMP108,PC-1044,Logoff
L100899,08/21/2026 17:31:00,EMP109,PC-7020,Logon
L100900,08/22/2026 01:54:00,EMP109,PC-7020,Logoff
L100901,08/21/2026 16:34:00,EMP110,PC-8005,Logon
L100902,08/22/2026 01:04:00,EMP110,PC-8005,Logoff
L100903,08/21/2026 16:02:00,EMP111,PC-3099,Logon
L100904,08/22/2026 00:14:00,EMP111,PC-3099,Logoff
L100905,08/21/2026 16:40:00,EMP112,PC-2490,Logon
L100906,08/22/2026 01:26:00,EMP112,PC-2490,Logoff
L100907,08/21/2026 16:23:00,EMP113,PC-7045,Logon
L100908,08/22/2026 01:19:00,EMP113,PC-7045,Logoff
L100909,08/21/2026 16:17:00,EMP114,PC-1250,Logon
L100910,08/22/2026 00:54:00,EMP114,PC-1250,Logoff
L100911,08/21/2026 17:05:00,EMP115,PC-6125,Logon
L100912,08/22/2026 01:20:00,EMP115,PC-6125,Logoff
L100913,08/21/2026 16:44:00,EMP116,PC-1300,Logon
L100914,08/22/2026 01:18:00,EMP116,PC-1300,Logoff
L100915,08/21/2026 16:01:00,EMP117,PC-9910,Logon
L100916,08/22/2026 00:45:00,EMP117,PC-9910,Logoff
L100917,08/21/2026 17:12:00,EMP118,PC-5022,Logon
L100918,08/22/2026 01:48:00,EMP118,PC-5022,Logoff
L100919,08/21/2026 16:04:00,EMP119,PC-3150,Logon
L100920,08/22/2026 00:37:00,EMP119,PC-3150,Logoff
L100921,08/21/2026 17:11:00,EMP120,PC-4120,Logon
L100922,08/22/2026 02:07:00,EMP120,PC-4120,Logoff
L100923,08/21/2026 17:12:00,EMP121,PC-8050,Logon
L100924,08/22/2026 01:45:00,EMP121,PC-8050,Logoff
L100925,08/21/2026 16:02:00,EMP122,PC-6150,Logon
L100926,08/22/2026 00:55:00,EMP122,PC-6150,Logoff
L100927,08/21/2026 17:42:00,EMP123,PC-4190,Logon
L100928,08/22/2026 02:13:00,EMP123,PC-4190,Logoff
L100929,08/21/2026 17:05:00,EMP124,PC-9001,Logon
L100930,08/22/2026 01:34:00,EMP124,PC-9001,Logoff
L100931,08/21/2026 16:19:00,EMP125,PC-9402,Logon
L100932,08/22/2026 00:23:00,EMP125,PC-9402,Logoff
L100933,08/21/2026 16:33:00,EMP126,PC-9945,Logon
L100934,08/22/2026 01:15:00,EMP126,PC-9945,Logoff
L100935,08/21/2026 17:43:00,EMP127,PC-1070,Logon
L100936,08/22/2026 02:12:00,EMP127,PC-1070,Logoff
L100937,08/22/2026 22:01:00,EMP115,PC-6125,Logon
L100938,08/22/2026 22:39:00,EMP115,PC-6125,Logoff
L100939,08/22/2026 22:26:00,EMP123,PC-4190,Logon
L100940,08/22/2026 23:03:00,EMP123,PC-4190,Logoff
L100941,08/23/2026 22:14:00,EMP101,PC-1001,Logon
L100942,08/23/2026 22:56:00,EMP101,PC-1001,Logoff
L100943,08/23/2026 22:10:00,EMP108,PC-1044,Logon
L100944,08/23/2026 23:00:00,EMP108,PC-1044,Logoff
L100945,08/23/2026 22:01:00,EMP118,PC-5022,Logon
L100946,08/23/2026 22:42:00,EMP118,PC-5022,Logoff
L100947,08/23/2026 22:24:00,EMP127,PC-1070,Logon
L100948,08/23/2026 23:24:00,EMP127,PC-1070,Logoff
L100949,08/24/2026 17:03:00,EMP101,PC-1001,Logon
L100950,08/25/2026 01:22:00,EMP101,PC-1001,Logoff
L100951,08/24/2026 17:38:00,AAF0535,PC-2408,Logon
L100952,08/25/2026 02:14:00,AAF0535,PC-2408,Logoff
L100953,08/24/2026 17:16:00,AAM0658,PC-9923,Logon
L100954,08/25/2026 01:21:00,AAM0658,PC-9923,Logoff
L100955,08/24/2026 17:41:00,BBS0039,PC-9436,Logon
L100956,08/25/2026 02:17:00,BBS0039,PC-9436,Logoff
L100957,08/24/2026 17:20:00,EMP102,PC-3012,Logon
L100958,08/25/2026 02:03:00,EMP102,PC-3012,Logoff
L100959,08/24/2026 17:10:00,EMP103,PC-4105,Logon
L100960,08/25/2026 01:32:00,EMP103,PC-4105,Logoff
L100961,08/24/2026 16:03:00,EMP104,PC-1102,Logon
L100962,08/25/2026 00:18:00,EMP104,PC-1102,Logoff
L100963,08/24/2026 16:13:00,EMP105,PC-5001,Logon
L100964,08/25/2026 00:47:00,EMP105,PC-5001,Logoff
L100965,08/24/2026 16:16:00,EMP106,PC-1088,Logon
L100966,08/25/2026 00:26:00,EMP106,PC-1088,Logoff
L100967,08/24/2026 16:24:00,EMP107,PC-6110,Logon
L100968,08/25/2026 01:06:00,EMP107,PC-6110,Logoff
L100969,08/24/2026 16:20:00,EMP108,PC-1044,Logon
L100970,08/25/2026 00:51:00,EMP108,PC-1044,Logoff
L100971,08/24/2026 17:21:00,EMP109,PC-7020,Logon
L100972,08/25/2026 01:52:00,EMP109,PC-7020,Logoff
L100973,08/24/2026 17:03:00,EMP110,PC-8005,Logon
L100974,08/25/2026 01:43:00,EMP110,PC-8005,Logoff
L100975,08/24/2026 16:24:00,EMP111,PC-3099,Logon
L100976,08/25/2026 00:57:00,EMP111,PC-3099,Logoff
L100977,08/24/2026 17:34:00,EMP112,PC-2490,Logon
L100978,08/25/2026 01:42:00,EMP112,PC-2490,Logoff
L100979,08/24/2026 16:27:00,EMP113,PC-7045,Logon
L100980,08/25/2026 01:25:00,EMP113,PC-7045,Logoff
L100981,08/24/2026 16:20:00,EMP114,PC-1250,Logon
L100982,08/25/2026 01:13:00,EMP114,PC-1250,Logoff
L100983,08/24/2026 16:12:00,EMP115,PC-6125,Logon
L100984,08/25/2026 00:18:00,EMP115,PC-6125,Logoff
L100985,08/24/2026 16:14:00,EMP116,PC-1300,Logon
L100986,08/25/2026 00:57:00,EMP116,PC-1300,Logoff
L100987,08/24/2026 17:11:00,EMP117,PC-9910,Logon
L100988,08/25/2026 02:05:00,EMP117,PC-9910,Logoff
L100989,08/24/2026 17:26:00,EMP118,PC-5022,Logon
L100990,08/25/2026 01:40:00,EMP118,PC-5022,Logoff
L100991,08/24/2026 16:27:00,EMP119,PC-3150,Logon
L100992,08/25/2026 00:52:00,EMP119,PC-3150,Logoff
L100993,08/24/2026 16:33:00,EMP120,PC-4120,Logon
L100994,08/25/2026 00:39:00,EMP120,PC-4120,Logoff
L100995,08/24/2026 16:12:00,EMP121,PC-8050,Logon
L100996,08/25/2026 00:30:00,EMP121,PC-8050,Logoff
L100997,08/24/2026 16:29:00,EMP122,PC-6150,Logon
L100998,08/25/2026 01:22:00,EMP122,PC-6150,Logoff
L100999,08/24/2026 17:28:00,EMP123,PC-4190,Logon
L101000,08/25/2026 01:29:00,EMP123,PC-4190,Logoff
L101001,08/24/2026 16:45:00,EMP124,PC-9001,Logon
L101002,08/25/2026 01:31:00,EMP124,PC-9001,Logoff
L101003,08/24/2026 17:32:00,EMP125,PC-9402,Logon
L101004,08/25/2026 02:11:00,EMP125,PC-9402,Logoff
L101005,08/24/2026 16:09:00,EMP126,PC-9945,Logon
L101006,08/25/2026 00:20:00,EMP126,PC-9945,Logoff
L101007,08/24/2026 16:00:00,EMP127,PC-1070,Logon
L101008,08/25/2026 00:39:00,EMP127,PC-1070,Logoff
L101009,08/25/2026 17:29:00,EMP101,PC-1001,Logon
L101010,08/26/2026 01:55:00,EMP101,PC-1001,Logoff
L101011,08/25/2026 16:11:00,AAF0535,PC-2408,Logon
L101012,08/26/2026 00:20:00,AAF0535,PC-2408,Logoff
L101013,08/25/2026 17:05:00,AAM0658,PC-9923,Logon
L101014,08/26/2026 01:08:00,AAM0658,PC-9923,Logoff
L101015,08/25/2026 17:37:00,BBS0039,PC-9436,Logon
L101016,08/26/2026 02:00:00,BBS0039,PC-9436,Logoff
L101017,08/25/2026 16:18:00,EMP102,PC-3012,Logon
L101018,08/26/2026 00:48:00,EMP102,PC-3012,Logoff
L101019,08/25/2026 16:39:00,EMP103,PC-4105,Logon
L101020,08/26/2026 00:42:00,EMP103,PC-4105,Logoff
L101021,08/25/2026 17:38:00,EMP104,PC-1102,Logon
L101022,08/26/2026 02:32:00,EMP104,PC-1102,Logoff
L101023,08/25/2026 17:31:00,EMP105,PC-5001,Logon
L101024,08/26/2026 02:22:00,EMP105,PC-5001,Logoff
L101025,08/25/2026 17:40:00,EMP106,PC-1088,Logon
L101026,08/26/2026 02:30:00,EMP106,PC-1088,Logoff
L101027,08/25/2026 16:00:00,EMP107,PC-6110,Logon
L101028,08/26/2026 00:40:00,EMP107,PC-6110,Logoff
L101029,08/25/2026 17:00:00,EMP108,PC-1044,Logon
L101030,08/26/2026 01:07:00,EMP108,PC-1044,Logoff
L101031,08/25/2026 17:30:00,EMP109,PC-7020,Logon
L101032,08/26/2026 02:21:00,EMP109,PC-7020,Logoff
L101033,08/25/2026 17:29:00,EMP110,PC-8005,Logon
L101034,08/26/2026 02:19:00,EMP110,PC-8005,Logoff
L101035,08/25/2026 16:36:00,EMP111,PC-3099,Logon
L101036,08/26/2026 01:19:00,EMP111,PC-3099,Logoff
L101037,08/25/2026 17:11:00,EMP112,PC-2490,Logon
L101038,08/26/2026 01:49:00,EMP112,PC-2490,Logoff
L101039,08/25/2026 17:15:00,EMP113,PC-7045,Logon
L101040,08/26/2026 01:38:00,EMP113,PC-7045,Logoff
L101041,08/25/2026 16:28:00,EMP114,PC-1250,Logon
L101042,08/26/2026 01:00:00,EMP114,PC-1250,Logoff
L101043,08/25/2026 17:20:00,EMP115,PC-6125,Logon
L101044,08/26/2026 01:29:00,EMP115,PC-6125,Logoff
L101045,08/25/2026 16:00:00,EMP116,PC-1300,Logon
L101046,08/26/2026 00:19:00,EMP116,PC-1300,Logoff
L101047,08/25/2026 17:01:00,EMP117,PC-9910,Logon
L101048,08/26/2026 01:37:00,EMP117,PC-9910,Logoff
L101049,08/25/2026 16:17:00,EMP118,PC-5022,Logon
L101050,08/26/2026 00:26:00,EMP118,PC-5022,Logoff
L101051,08/25/2026 17:35:00,EMP119,PC-3150,Logon
L101052,08/26/2026 01:55:00,EMP119,PC-3150,Logoff
L101053,08/25/2026 17:03:00,EMP120,PC-4120,Logon
L101054,08/26/2026 01:11:00,EMP120,PC-4120,Logoff
L101055,08/25/2026 17:11:00,EMP121,PC-8050,Logon
L101056,08/26/2026 01:56:00,EMP121,PC-8050,Logoff
L101057,08/25/2026 16:29:00,EMP122,PC-6150,Logon
L101058,08/26/2026 01:05:00,EMP122,PC-6150,Logoff
L101059,08/25/2026 17:14:00,EMP123,PC-4190,Logon
L101060,08/26/2026 02:14:00,EMP123,PC-4190,Logoff
L101061,08/25/2026 17:29:00,EMP124,PC-9001,Logon
L101062,08/26/2026 02:00:00,EMP124,PC-9001,Logoff
L101063,08/25/2026 17:22:00,EMP125,PC-9402,Logon
L101064,08/26/2026 02:00:00,EMP125,PC-9402,Logoff
L101065,08/25/2026 17:25:00,EMP126,PC-9945,Logon
L101066,08/26/2026 02:02:00,EMP126,PC-9945,Logoff
L101067,08/25/2026 17:27:00,EMP127,PC-1070,Logon
L101068,08/26/2026 02:03:00,EMP127,PC-1070,Logoff
L101069,08/26/2026 16:37:00,EMP101,PC-1001,Logon
L101070,08/27/2026 01:15:00,EMP101,PC-1001,Logoff
L101071,08/26/2026 17:20:00,AAF0535,PC-2408,Logon
L101072,08/27/2026 01:51:00,AAF0535,PC-2408,Logoff
L101073,08/26/2026 17:34:00,AAM0658,PC-9923,Logon
L101074,08/27/2026 01:52:00,AAM0658,PC-9923,Logoff
L101075,08/26/2026 17:45:00,BBS0039,PC-9436,Logon
L101076,08/27/2026 02:43:00,BBS0039,PC-9436,Logoff
L101077,08/26/2026 16:00:00,EMP102,PC-3012,Logon
L101078,08/27/2026 00:45:00,EMP102,PC-3012,Logoff
L101079,08/26/2026 17:24:00,EMP103,PC-4105,Logon
L101080,08/27/2026 01:51:00,EMP103,PC-4105,Logoff
L101081,08/26/2026 16:08:00,EMP104,PC-1102,Logon
L101082,08/27/2026 00:08:00,EMP104,PC-1102,Logoff
L101083,08/26/2026 16:41:00,EMP105,PC-5001,Logon
L101084,08/27/2026 01:32:00,EMP105,PC-5001,Logoff
L101085,08/26/2026 17:24:00,EMP106,PC-1088,Logon
L101086,08/27/2026 01:46:00,EMP106,PC-1088,Logoff
L101087,08/26/2026 17:26:00,EMP107,PC-6110,Logon
L101088,08/27/2026 02:25:00,EMP107,PC-6110,Logoff
L101089,08/26/2026 16:33:00,EMP108,PC-1044,Logon
L101090,08/27/2026 01:27:00,EMP108,PC-1044,Logoff
L101091,08/26/2026 17:39:00,EMP109,PC-7020,Logon
L101092,08/27/2026 01:42:00,EMP109,PC-7020,Logoff
L101093,08/26/2026 17:18:00,EMP110,PC-8005,Logon
L101094,08/27/2026 01:28:00,EMP110,PC-8005,Logoff
L101095,08/26/2026 16:36:00,EMP111,PC-3099,Logon
L101096,08/27/2026 00:39:00,EMP111,PC-3099,Logoff
L101097,08/26/2026 17:08:00,EMP112,PC-2490,Logon
L101098,08/27/2026 01:47:00,EMP112,PC-2490,Logoff
L101099,08/26/2026 17:23:00,EMP113,PC-7045,Logon
L101100,08/27/2026 02:14:00,EMP113,PC-7045,Logoff
L101101,08/26/2026 17:05:00,EMP114,PC-1250,Logon
L101102,08/27/2026 01:14:00,EMP114,PC-1250,Logoff
L101103,08/26/2026 16:41:00,EMP115,PC-6125,Logon
L101104,08/27/2026 00:57:00,EMP115,PC-6125,Logoff
L101105,08/26/2026 16:24:00,EMP116,PC-1300,Logon
L101106,08/27/2026 01:07:00,EMP116,PC-1300,Logoff
L101107,08/26/2026 16:06:00,EMP117,PC-9910,Logon
L101108,08/27/2026 01:04:00,EMP117,PC-9910,Logoff
L101109,08/26/2026 17:43:00,EMP118,PC-5022,Logon
L101110,08/27/2026 02:30:00,EMP118,PC-5022,Logoff
L101111,08/26/2026 17:35:00,EMP119,PC-3150,Logon
L101112,08/27/2026 01:35:00,EMP119,PC-3150,Logoff
L101113,08/26/2026 17:12:00,EMP120,PC-4120,Logon
L101114,08/27/2026 01:14:00,EMP120,PC-4120,Logoff
L101115,08/26/2026 16:05:00,EMP121,PC-8050,Logon
L101116,08/27/2026 00:59:00,EMP121,PC-8050,Logoff
L101117,08/26/2026 16:40:00,EMP122,PC-6150,Logon
L101118,08/27/2026 01:09:00,EMP122,PC-6150,Logoff
L101119,08/26/2026 17:24:00,EMP123,PC-4190,Logon
L101120,08/27/2026 01:45:00,EMP123,PC-4190,Logoff
L101121,08/26/2026 17:11:00,EMP124,PC-9001,Logon
L101122,08/27/2026 01:52:00,EMP124,PC-9001,Logoff
L101123,08/26/2026 17:06:00,EMP125,PC-9402,Logon
L101124,08/27/2026 01:08:00,EMP125,PC-9402,Logoff
L101125,08/26/2026 16:41:00,EMP126,PC-9945,Logon
L101126,08/27/2026 01:21:00,EMP126,PC-9945,Logoff
L101127,08/26/2026 16:32:00,EMP127,PC-1070,Logon
L101128,08/27/2026 01:17:00,EMP127,PC-1070,Logoff
L101129,08/27/2026 16:36:00,EMP101,PC-1001,Logon
L101130,08/28/2026 01:10:00,EMP101,PC-1001,Logoff
L101131,08/27/2026 17:05:00,AAF0535,PC-2408,Logon
L101132,08/28/2026 01:58:00,AAF0535,PC-2408,Logoff
L101133,08/27/2026 17:44:00,AAM0658,PC-9923,Logon
L101134,08/28/2026 02:08:00,AAM0658,PC-9923,Logoff
L101135,08/27/2026 16:02:00,BBS0039,PC-9436,Logon
L101136,08/28/2026 00:14:00,BBS0039,PC-9436,Logoff
L101137,08/27/2026 17:31:00,EMP102,PC-3012,Logon
L101138,08/28/2026 02:05:00,EMP102,PC-3012,Logoff
L101139,08/27/2026 17:43:00,EMP103,PC-4105,Logon
L101140,08/28/2026 02:38:00,EMP103,PC-4105,Logoff
L101141,08/27/2026 16:44:00,EMP104,PC-1102,Logon
L101142,08/28/2026 01:25:00,EMP104,PC-1102,Logoff
L101143,08/27/2026 16:06:00,EMP105,PC-5001,Logon
L101144,08/28/2026 00:13:00,EMP105,PC-5001,Logoff
L101145,08/27/2026 16:20:00,EMP106,PC-1088,Logon
L101146,08/28/2026 01:13:00,EMP106,PC-1088,Logoff
L101147,08/27/2026 17:10:00,EMP107,PC-6110,Logon
L101148,08/28/2026 01:54:00,EMP107,PC-6110,Logoff
L101149,08/27/2026 16:01:00,EMP108,PC-1044,Logon
L101150,08/28/2026 00:57:00,EMP108,PC-1044,Logoff
L101151,08/27/2026 17:44:00,EMP109,PC-7020,Logon
L101152,08/28/2026 02:35:00,EMP109,PC-7020,Logoff
L101153,08/27/2026 16:39:00,EMP110,PC-8005,Logon
L101154,08/28/2026 01:23:00,EMP110,PC-8005,Logoff
L101155,08/27/2026 17:26:00,EMP111,PC-3099,Logon
L101156,08/28/2026 01:26:00,EMP111,PC-3099,Logoff
L101157,08/27/2026 17:03:00,EMP112,PC-2490,Logon
L101158,08/28/2026 01:15:00,EMP112,PC-2490,Logoff
L101159,08/27/2026 16:41:00,EMP113,PC-7045,Logon
L101160,08/28/2026 01:04:00,EMP113,PC-7045,Logoff
L101161,08/27/2026 16:10:00,EMP114,PC-1250,Logon
L101162,08/28/2026 01:00:00,EMP114,PC-1250,Logoff
L101163,08/27/2026 17:12:00,EMP115,PC-6125,Logon
L101164,08/28/2026 01:59:00,EMP115,PC-6125,Logoff
L101165,08/27/2026 16:30:00,EMP116,PC-1300,Logon
L101166,08/28/2026 01:07:00,EMP116,PC-1300,Logoff
L101167,08/27/2026 17:12:00,EMP117,PC-9910,Logon
L101168,08/28/2026 01:52:00,EMP117,PC-9910,Logoff
L101169,08/27/2026 16:29:00,EMP118,PC-5022,Logon
L101170,08/28/2026 00:58:00,EMP118,PC-5022,Logoff
L101171,08/27/2026 16:05:00,EMP119,PC-3150,Logon
L101172,08/28/2026 00:31:00,EMP119,PC-3150,Logoff
L101173,08/27/2026 17:37:00,EMP120,PC-4120,Logon
L101174,08/28/2026 01:51:00,EMP120,PC-4120,Logoff
L101175,08/27/2026 17:30:00,EMP121,PC-8050,Logon
L101176,08/28/2026 02:21:00,EMP121,PC-8050,Logoff
L101177,08/27/2026 17:15:00,EMP122,PC-6150,Logon
L101178,08/28/2026 01:56:00,EMP122,PC-6150,Logoff
L101179,08/27/2026 17:29:00,EMP123,PC-4190,Logon
L101180,08/28/2026 02:18:00,EMP123,PC-4190,Logoff
L101181,08/27/2026 16:24:00,EMP124,PC-9001,Logon
L101182,08/28/2026 01:21:00,EMP124,PC-9001,Logoff
L101183,08/27/2026 16:39:00,EMP125,PC-9402,Logon
L101184,08/28/2026 01:35:00,EMP125,PC-9402,Logoff
L101185,08/27/2026 16:23:00,EMP126,PC-9945,Logon
L101186,08/28/2026 00:46:00,EMP126,PC-9945,Logoff
L101187,08/27/2026 16:34:00,EMP127,PC-1070,Logon
L101188,08/28/2026 00:41:00,EMP127,PC-1070,Logoff
L101189,08/28/2026 17:17:00,EMP101,PC-1001,Logon
L101190,08/29/2026 01:20:00,EMP101,PC-1001,Logoff
L101191,08/28/2026 17:45:00,AAF0535,PC-2408,Logon
L101192,08/29/2026 02:19:00,AAF0535,PC-2408,Logoff
L101193,08/28/2026 17:11:00,AAM0658,PC-9923,Logon
L101194,08/29/2026 01:29:00,AAM0658,PC-9923,Logoff
L101195,08/28/2026 16:18:00,BBS0039,PC-9436,Logon
L101196,08/29/2026 00:44:00,BBS0039,PC-9436,Logoff
L101197,08/28/2026 16:14:00,EMP102,PC-3012,Logon
L101198,08/29/2026 01:07:00,EMP102,PC-3012,Logoff
L101199,08/28/2026 17:29:00,EMP103,PC-4105,Logon
L101200,08/29/2026 01:48:00,EMP103,PC-4105,Logoff
L101201,08/28/2026 17:10:00,EMP104,PC-1102,Logon
L101202,08/29/2026 01:49:00,EMP104,PC-1102,Logoff
L101203,08/28/2026 16:02:00,EMP105,PC-5001,Logon
L101204,08/29/2026 00:22:00,EMP105,PC-5001,Logoff
L101205,08/28/2026 17:28:00,EMP106,PC-1088,Logon
L101206,08/29/2026 02:02:00,EMP106,PC-1088,Logoff
L101207,08/28/2026 17:20:00,EMP107,PC-6110,Logon
L101208,08/29/2026 01:29:00,EMP107,PC-6110,Logoff
L101209,08/28/2026 16:36:00,EMP108,PC-1044,Logon
L101210,08/29/2026 01:22:00,EMP108,PC-1044,Logoff
L101211,08/28/2026 16:25:00,EMP109,PC-7020,Logon
L101212,08/29/2026 01:04:00,EMP109,PC-7020,Logoff
L101213,08/28/2026 16:17:00,EMP110,PC-8005,Logon
L101214,08/29/2026 00:29:00,EMP110,PC-8005,Logoff
L101215,08/28/2026 17:20:00,EMP111,PC-3099,Logon
L101216,08/29/2026 01:58:00,EMP111,PC-3099,Logoff
L101217,08/28/2026 17:22:00,EMP112,PC-2490,Logon
L101218,08/29/2026 01:44:00,EMP112,PC-2490,Logoff
L101219,08/28/2026 17:26:00,EMP113,PC-7045,Logon
L101220,08/29/2026 01:34:00,EMP113,PC-7045,Logoff
L101221,08/28/2026 16:00:00,EMP114,PC-1250,Logon
L101222,08/29/2026 00:26:00,EMP114,PC-1250,Logoff
L101223,08/28/2026 17:35:00,EMP115,PC-6125,Logon
L101224,08/29/2026 02:06:00,EMP115,PC-6125,Logoff
L101225,08/28/2026 16:09:00,EMP116,PC-1300,Logon
L101226,08/29/2026 00:25:00,EMP116,PC-1300,Logoff
L101227,08/28/2026 16:01:00,EMP117,PC-9910,Logon
L101228,08/29/2026 00:08:00,EMP117,PC-9910,Logoff
L101229,08/28/2026 17:44:00,EMP118,PC-5022,Logon
L101230,08/29/2026 02:36:00,EMP118,PC-5022,Logoff
L101231,08/28/2026 16:20:00,EMP119,PC-3150,Logon
L101232,08/29/2026 00:49:00,EMP119,PC-3150,Logoff
L101233,08/28/2026 16:32:00,EMP120,PC-4120,Logon
L101234,08/29/2026 00:44:00,EMP120,PC-4120,Logoff
L101235,08/28/2026 16:34:00,EMP121,PC-8050,Logon
L101236,08/29/2026 01:11:00,EMP121,PC-8050,Logoff
L101237,08/28/2026 16:13:00,EMP122,PC-6150,Logon
L101238,08/29/2026 00:22:00,EMP122,PC-6150,Logoff
L101239,08/28/2026 16:07:00,EMP123,PC-4190,Logon
L101240,08/29/2026 00:59:00,EMP123,PC-4190,Logoff
L101241,08/28/2026 17:11:00,EMP124,PC-9001,Logon
L101242,08/29/2026 01:56:00,EMP124,PC-9001,Logoff
L101243,08/28/2026 16:08:00,EMP125,PC-9402,Logon
L101244,08/29/2026 00:13:00,EMP125,PC-9402,Logoff
L101245,08/28/2026 16:30:00,EMP126,PC-9945,Logon
L101246,08/29/2026 00:37:00,EMP126,PC-9945,Logoff
L101247,08/28/2026 16:42:00,EMP127,PC-1070,Logon
L101248,08/29/2026 01:04:00,EMP127,PC-1070,Logoff
L101249,08/29/2026 22:26:00,EMP102,PC-3012,Logon
L101250,08/29/2026 23:23:00,EMP102,PC-3012,Logoff
L101251,08/29/2026 22:23:00,EMP109,PC-7020,Logon
L101252,08/29/2026 22:49:00,EMP109,PC-7020,Logoff
L101253,08/30/2026 17:15:00,AAF0535,PC-2408,Logon
L101254,08/31/2026 01:45:00,AAF0535,PC-2408,Logoff
L101255,08/31/2026 06:15:00,BBS0039,PC-9436,Logon_Failure
L101256,08/31/2026 06:17:00,BBS0039,PC-9436,Logon_Failure
L101257,08/31/2026 06:19:00,BBS0039,PC-9436,Logon_Failure
L101258,08/31/2026 06:23:00,BBS0039,PC-9436,Logon
L101259,08/31/2026 07:50:00,BBS0039,PC-9436,Logoff
L101260,08/30/2026 22:26:00,EMP108,PC-1044,Logon
L101261,08/30/2026 23:16:00,EMP108,PC-1044,Logoff
L101262,08/30/2026 22:21:00,EMP111,PC-3099,Logon
L101263,08/30/2026 23:12:00,EMP111,PC-3099,Logoff
L101264,08/31/2026 16:27:00,EMP101,PC-1001,Logon
L101265,09/01/2026 01:13:00,EMP101,PC-1001,Logoff
L101266,08/31/2026 17:15:00,AAF0535,PC-2408,Logon
L101267,09/01/2026 01:45:00,AAF0535,PC-2408,Logoff
L101268,08/31/2026 17:31:00,AAM0658,PC-9923,Logon
L101269,09/01/2026 02:02:00,AAM0658,PC-9923,Logoff
L101270,09/01/2026 06:15:00,BBS0039,PC-9436,Logon_Failure
L101271,09/01/2026 06:17:00,BBS0039,PC-9436,Logon_Failure
L101272,09/01/2026 06:19:00,BBS0039,PC-9436,Logon_Failure
L101273,09/01/2026 06:23:00,BBS0039,PC-9436,Logon
L101274,09/01/2026 07:50:00,BBS0039,PC-9436,Logoff
L101275,08/31/2026 16:19:00,EMP102,PC-3012,Logon
L101276,09/01/2026 00:58:00,EMP102,PC-3012,Logoff
L101277,08/31/2026 17:34:00,EMP103,PC-4105,Logon
L101278,09/01/2026 01:55:00,EMP103,PC-4105,Logoff
L101279,08/31/2026 16:11:00,EMP104,PC-1102,Logon
L101280,09/01/2026 00:46:00,EMP104,PC-1102,Logoff
L101281,08/31/2026 17:42:00,EMP105,PC-5001,Logon
L101282,09/01/2026 02:17:00,EMP105,PC-5001,Logoff
L101283,08/31/2026 17:18:00,EMP106,PC-1088,Logon
L101284,09/01/2026 01:38:00,EMP106,PC-1088,Logoff
L101285,08/31/2026 17:24:00,EMP107,PC-6110,Logon
